"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TMAX","TMIN","WDMV","WSF2","WSF5"
"USW00014933","41.5338","-93.653","291.7","2004-02-11","0.00","30","14",,"23.9","29.1"
"USW00014933","41.5338","-93.653","291.7","2004-02-12","0.00","16","4",,"21.9","25.9"
"USW00014933","41.5338","-93.653","291.7","2004-02-13","0.00","32","2",,"25.9","30.0"
"USW00014933","41.5338","-93.653","291.7","2004-02-14","0.00","26","6",,"19.9","21.9"
"USW00014933","41.5338","-93.653","291.7","2004-02-15","0.00","21","1",,"16.1","19.9"
"USW00014933","41.5338","-93.653","291.7","2004-02-16","0.00","30","12",,"14.1","17.0"
"USW00014933","41.5338","-93.653","291.7","2004-02-17","0.00","26","12",,"13.0","15.0"
"USW00014933","41.5338","-93.653","291.7","2004-02-18","0.00","44","22",,"21.9","25.9"
"USW00014933","41.5338","-93.653","291.7","2004-02-19","0.00","50","32",,"14.1","17.0"
"USW00014933","41.5338","-93.653","291.7","2004-02-20","0.40","38","33",,"31.1","36.9"
"USW00014933","41.5338","-93.653","291.7","2004-02-21","0.00","43","29",,"23.0","32.0"
"USW00014933","41.5338","-93.653","291.7","2004-02-22","0.14","48","33",,"21.0","23.9"
"USW00014933","41.5338","-93.653","291.7","2004-02-23","0.00","36","30",,"16.1","21.9"
"USW00014933","41.5338","-93.653","291.7","2004-02-24","0.00","36","32",,"16.1","19.9"
"USW00014933","41.5338","-93.653","291.7","2004-02-25","0.00","40","31",,"14.1","17.9"
"USW00014933","41.5338","-93.653","291.7","2004-02-26","0.00","47","24",,"15.0","17.0"
"USW00014933","41.5338","-93.653","291.7","2004-02-27","0.00","51","30",,"19.9","23.0"
"USW00014933","41.5338","-93.653","291.7","2004-02-28","0.00","58","35",,"21.9","25.1"
"USW00014933","41.5338","-93.653","291.7","2004-02-29","0.06","59","41",,"23.9","30.0"
"USW00014933","41.5338","-93.653","291.7","2004-03-01","0.11","49","39",,"29.1","34.9"
"USW00014933","41.5338","-93.653","291.7","2004-03-02","0.00","39","34",,"23.9","31.1"
"USW00014933","41.5338","-93.653","291.7","2004-03-03","0.05","39","35",,"10.1","13.0"
"USW00014933","41.5338","-93.653","291.7","2004-03-04","0.83","42","36",,"28.0","32.0"
"USW00014933","41.5338","-93.653","291.7","2004-03-05","0.17","42","36",,"25.9","31.1"
"USW00014933","41.5338","-93.653","291.7","2004-03-06","0.00","59","28",,"36.9","46.1"
"USW00014933","41.5338","-93.653","291.7","2004-03-07","0.00","47","30",,"36.9","45.0"
"USW00014933","41.5338","-93.653","291.7","2004-03-08","0.00","60","24",,"30.0","36.9"
"USW00014933","41.5338","-93.653","291.7","2004-03-09","0.00","48","33",,"25.9","36.0"
"USW00014933","41.5338","-93.653","291.7","2004-03-10","0.02","59","32",,"33.1","40.9"
"USW00014933","41.5338","-93.653","291.7","2004-03-11","0.00","35","20",,"38.0","44.1"
"USW00014933","41.5338","-93.653","291.7","2004-03-12","0.00","46","17",,"17.0","21.0"
"USW00014933","41.5338","-93.653","291.7","2004-03-13","0.20","55","33",,"30.0","36.0"
"USW00014933","41.5338","-93.653","291.7","2004-03-14","0.00","50","34",,"34.9","40.9"
"USW00014933","41.5338","-93.653","291.7","2004-03-15","1.00","39","28",,"21.9","28.0"
"USW00014933","41.5338","-93.653","291.7","2004-03-16","0.11","35","27",,"15.0","17.9"
"USW00014933","41.5338","-93.653","291.7","2004-03-17","0.00","42","28",,"13.0","14.1"
"USW00014933","41.5338","-93.653","291.7","2004-03-18","0.00","46","32",,"25.9","31.1"
"USW00014933","41.5338","-93.653","291.7","2004-03-19","0.00","66","29",,"25.9","32.0"
"USW00014933","41.5338","-93.653","291.7","2004-03-20","0.00","60","29",,"40.0","51.9"
"USW00014933","41.5338","-93.653","291.7","2004-03-21","0.00","39","23",,"23.9","33.1"
"USW00014933","41.5338","-93.653","291.7","2004-03-22","0.00","48","23",,"16.1","19.9"
"USW00014933","41.5338","-93.653","291.7","2004-03-23","0.00","58","35",,"19.9","21.9"
"USW00014933","41.5338","-93.653","291.7","2004-03-24","0.00","74","49",,"28.0","32.0"
"USW00014933","41.5338","-93.653","291.7","2004-03-25","0.02","64","57",,"19.9","25.1"
"USW00014933","41.5338","-93.653","291.7","2004-03-26","0.03","73","58",,"16.1","19.9"
"USW00014933","41.5338","-93.653","291.7","2004-03-27","0.71","67","55",,"30.0","36.0"
"USW00014933","41.5338","-93.653","291.7","2004-03-28","0.02","56","42",,"31.1","36.0"
"USW00014933","41.5338","-93.653","291.7","2004-03-29","0.00","61","36",,"25.9","33.1"
"USW00014933","41.5338","-93.653","291.7","2004-03-30","0.00","40","32",,"21.9","25.1"
"USW00014933","41.5338","-93.653","291.7","2004-03-31","0.00","51","27",,"16.1","17.9"
"USW00014933","41.5338","-93.653","291.7","2004-04-01","0.00","57","30",,"15.0","17.0"
"USW00014933","41.5338","-93.653","291.7","2004-04-02","0.00","64","33",,"16.1","21.0"
"USW00014933","41.5338","-93.653","291.7","2004-04-03","0.00","57","38",,"25.9","33.1"
"USW00014933","41.5338","-93.653","291.7","2004-04-04","0.00","57","32",,"12.1","13.0"
"USW00014933","41.5338","-93.653","291.7","2004-04-05","0.00","68","36",,"21.0","25.1"
"USW00014933","41.5338","-93.653","291.7","2004-04-06","0.00","73","49",,"15.0","17.0"
"USW00014933","41.5338","-93.653","291.7","2004-04-07","0.00","74","39",,"25.1","36.0"
"USW00014933","41.5338","-93.653","291.7","2004-04-08","0.00","64","38",,"23.9","30.0"
"USW00014933","41.5338","-93.653","291.7","2004-04-09","0.00","59","41",,"16.1","19.9"
"USW00014933","41.5338","-93.653","291.7","2004-04-10","0.00","49","33",,"21.0","28.0"
"USW00014933","41.5338","-93.653","291.7","2004-04-11","0.00","49","28",,"15.0","17.0"
"USW00014933","41.5338","-93.653","291.7","2004-04-12","0.00","53","33",,"16.1","23.0"
"USW00014933","41.5338","-93.653","291.7","2004-04-13","0.00","60","28",,"17.0","23.0"
"USW00014933","41.5338","-93.653","291.7","2004-04-14","0.00","70","38",,"21.0","25.1"
"USW00014933","41.5338","-93.653","291.7","2004-04-15","0.00","75","49",,"25.9","30.0"
"USW00014933","41.5338","-93.653","291.7","2004-04-16","0.00","87","48",,"25.1","32.0"
"USW00014933","41.5338","-93.653","291.7","2004-04-17","0.00","85","55",,"23.9","32.0"
"USW00014933","41.5338","-93.653","291.7","2004-04-18","0.01","80","65",,"44.1","55.0"
"USW00014933","41.5338","-93.653","291.7","2004-04-19","0.00","65","50",,"34.9","40.0"
"USW00014933","41.5338","-93.653","291.7","2004-04-20","1.35","64","48",,"32.0","38.0"
"USW00014933","41.5338","-93.653","291.7","2004-04-21","0.00","63","48",,"25.1","33.1"
"USW00014933","41.5338","-93.653","291.7","2004-04-22","0.00","58","45",,"16.1","21.9"
"USW00014933","41.5338","-93.653","291.7","2004-04-23","0.00","65","43",,"13.0","15.0"
"USW00014933","41.5338","-93.653","291.7","2004-04-24","0.63","55","48",,"21.9","31.1"
"USW00014933","41.5338","-93.653","291.7","2004-04-25","0.01","62","45",,"29.1","36.9"
"USW00014933","41.5338","-93.653","291.7","2004-04-26","0.00","62","43",,"36.0","40.9"
"USW00014933","41.5338","-93.653","291.7","2004-04-27","0.00","68","36",,"21.0","25.1"
"USW00014933","41.5338","-93.653","291.7","2004-04-28","0.00","85","58",,"38.9","49.0"
"USW00014933","41.5338","-93.653","291.7","2004-04-29","0.00","69","55",,"23.9","30.0"
"USW00014933","41.5338","-93.653","291.7","2004-04-30","0.06","55","46",,"21.0","25.9"
"USW00014933","41.5338","-93.653","291.7","2004-05-01","0.00","60","40",,"23.0","28.0"
"USW00014933","41.5338","-93.653","291.7","2004-05-02","0.01","54","36",,"25.1","31.1"
"USW00014933","41.5338","-93.653","291.7","2004-05-03","0.00","61","33",,"21.9","25.9"
"USW00014933","41.5338","-93.653","291.7","2004-05-04","0.00","75","47",,"23.0","32.0"
"USW00014933","41.5338","-93.653","291.7","2004-05-05","0.00","80","42",,"25.9","31.1"
"USW00014933","41.5338","-93.653","291.7","2004-05-06","0.00","84","63",,"23.0","25.1"
"USW00014933","41.5338","-93.653","291.7","2004-05-07","0.00","68","53",,"23.9","32.0"
"USW00014933","41.5338","-93.653","291.7","2004-05-08","1.25","86","53",,"23.0","29.1"
"USW00014933","41.5338","-93.653","291.7","2004-05-09","0.25","81","62",,"25.9","33.1"
"USW00014933","41.5338","-93.653","291.7","2004-05-10","0.00","78","65",,"17.0","19.9"
"USW00014933","41.5338","-93.653","291.7","2004-05-11","0.00","81","61",,"28.0","32.0"
"USW00014933","41.5338","-93.653","291.7","2004-05-12","0.01","76","61",,"21.9","28.0"
"USW00014933","41.5338","-93.653","291.7","2004-05-13","0.52","61","45",,"30.0","36.9"
"USW00014933","41.5338","-93.653","291.7","2004-05-14","0.06","58","39",,"19.9","23.9"
"USW00014933","41.5338","-93.653","291.7","2004-05-15","0.00","64","37",,"14.1","16.1"
"USW00014933","41.5338","-93.653","291.7","2004-05-16","0.00","76","48",,"25.1","31.1"
"USW00014933","41.5338","-93.653","291.7","2004-05-17","1.45","80","60",,"25.1","32.0"
"USW00014933","41.5338","-93.653","291.7","2004-05-18","0.05","70","57",,"14.1","17.9"
"USW00014933","41.5338","-93.653","291.7","2004-05-19","0.01","75","57",,"19.9","21.9"
"USW00014933","41.5338","-93.653","291.7","2004-05-20","0.00","83","69",,"15.0","17.0"
"USW00014933","41.5338","-93.653","291.7","2004-05-21","0.00","87","69",,"25.9","34.9"
"USW00014933","41.5338","-93.653","291.7","2004-05-22","1.05","80","61",,"32.0","42.9"
"USW00014933","41.5338","-93.653","291.7","2004-05-23","0.28","71","55",,"29.1","34.9"
"USW00014933","41.5338","-93.653","291.7","2004-05-24","1.78","70","51",,"36.0","44.1"
"USW00014933","41.5338","-93.653","291.7","2004-05-25","0.00","65","52",,"23.9","29.1"
"USW00014933","41.5338","-93.653","291.7","2004-05-26","0.03","71","51",,"17.0","21.0"
"USW00014933","41.5338","-93.653","291.7","2004-05-27","0.00","78","58",,"16.1","19.9"
"USW00014933","41.5338","-93.653","291.7","2004-05-28","0.00","79","56",,"17.0","21.0"
"USW00014933","41.5338","-93.653","291.7","2004-05-29","0.11","82","65",,"36.0","45.0"
"USW00014933","41.5338","-93.653","291.7","2004-05-30","0.43","77","59",,"31.1","36.9"
"USW00014933","41.5338","-93.653","291.7","2004-05-31","0.11","76","54",,"38.0","47.0"
"USW00014933","41.5338","-93.653","291.7","2004-06-01","0.00","70","56",,"34.9","40.9"
"USW00014933","41.5338","-93.653","291.7","2004-06-02","0.00","71","54",,"16.1","19.9"
"USW00014933","41.5338","-93.653","291.7","2004-06-03","0.00","76","52",,"12.1","16.1"
"USW00014933","41.5338","-93.653","291.7","2004-06-04","0.00","80","54",,"12.1","15.0"
"USW00014933","41.5338","-93.653","291.7","2004-06-05","0.01","74","59",,"17.9","21.9"
"USW00014933","41.5338","-93.653","291.7","2004-06-06","0.00","83","59",,"16.1","17.9"
"USW00014933","41.5338","-93.653","291.7","2004-06-07","0.00","89","69",,"25.1","34.9"
"USW00014933","41.5338","-93.653","291.7","2004-06-08","0.00","88","72",,"21.9","25.1"
"USW00014933","41.5338","-93.653","291.7","2004-06-09","0.04","80","69",,"17.9","23.0"
"USW00014933","41.5338","-93.653","291.7","2004-06-10","0.46","81","68",,"17.9","19.9"
"USW00014933","41.5338","-93.653","291.7","2004-06-11","0.00","90","71",,"40.0","51.0"
"USW00014933","41.5338","-93.653","291.7","2004-06-12","0.48","86","62",,"44.1","55.9"
"USW00014933","41.5338","-93.653","291.7","2004-06-13","0.02","81","62",,"17.0","21.9"
"USW00014933","41.5338","-93.653","291.7","2004-06-14","0.63","81","65",,"32.0","38.0"
"USW00014933","41.5338","-93.653","291.7","2004-06-15","0.00","79","65",,"16.1","21.9"
"USW00014933","41.5338","-93.653","291.7","2004-06-16","0.50","85","64",,"32.0","53.0"
"USW00014933","41.5338","-93.653","291.7","2004-06-17","0.00","77","60",,"14.1","16.1"
"USW00014933","41.5338","-93.653","291.7","2004-06-18","0.09","68","60",,"16.1","21.0"
"USW00014933","41.5338","-93.653","291.7","2004-06-19","0.00","69","54",,"17.9","21.9"
"USW00014933","41.5338","-93.653","291.7","2004-06-20","0.00","69","58",,"15.0","17.9"
"USW00014933","41.5338","-93.653","291.7","2004-06-21","0.10","78","59",,"25.1","30.0"
"USW00014933","41.5338","-93.653","291.7","2004-06-22","0.00","78","52",,"17.9","23.0"
"USW00014933","41.5338","-93.653","291.7","2004-06-23","0.00","82","60",,"21.0","23.9"
"USW00014933","41.5338","-93.653","291.7","2004-06-24","0.09","67","50",,"29.1","33.1"
"USW00014933","41.5338","-93.653","291.7","2004-06-25","0.00","72","47",,"13.0","16.1"
"USW00014933","41.5338","-93.653","291.7","2004-06-26","0.00","77","53",,"17.0","21.0"
"USW00014933","41.5338","-93.653","291.7","2004-06-27","0.18","74","61",,"13.0","15.0"
"USW00014933","41.5338","-93.653","291.7","2004-06-28","0.00","75","56",,"13.0","19.9"
"USW00014933","41.5338","-93.653","291.7","2004-06-29","0.00","79","56",,"13.0","16.1"
"USW00014933","41.5338","-93.653","291.7","2004-06-30","0.00","82","57",,"12.1","15.0"
"USW00014933","41.5338","-93.653","291.7","2004-07-01","0.00","86","65",,"14.1","16.1"
"USW00014933","41.5338","-93.653","291.7","2004-07-02","0.18","82","69",,"17.0","21.0"
"USW00014933","41.5338","-93.653","291.7","2004-07-03","0.70","76","67",,"17.0","21.0"
"USW00014933","41.5338","-93.653","291.7","2004-07-04","0.01","85","65",,"15.0","17.0"
"USW00014933","41.5338","-93.653","291.7","2004-07-05","0.29","80","65",,"29.1","34.9"
"USW00014933","41.5338","-93.653","291.7","2004-07-06","0.00","74","60",,"21.9","25.9"
"USW00014933","41.5338","-93.653","291.7","2004-07-07","0.00","73","57",,"17.9","21.9"
"USW00014933","41.5338","-93.653","291.7","2004-07-08","0.07","75","60",,"16.1","21.9"
"USW00014933","41.5338","-93.653","291.7","2004-07-09","0.26","82","68",,"17.0","21.9"
"USW00014933","41.5338","-93.653","291.7","2004-07-10","0.00","80","66",,"13.0","16.1"
"USW00014933","41.5338","-93.653","291.7","2004-07-11","0.96","75","68",,"34.9","38.0"
"USW00014933","41.5338","-93.653","291.7","2004-07-12","0.00","87","64",,"12.1","15.0"
"USW00014933","41.5338","-93.653","291.7","2004-07-13","0.00","89","70",,"17.0","21.0"
"USW00014933","41.5338","-93.653","291.7","2004-07-14","0.00","82","64",,"16.1","21.0"
"USW00014933","41.5338","-93.653","291.7","2004-07-15","0.07","82","62",,"13.0","16.1"
"USW00014933","41.5338","-93.653","291.7","2004-07-16","0.00","86","68",,"19.9","25.1"
"USW00014933","41.5338","-93.653","291.7","2004-07-17","0.00","80","65",,"17.0","19.9"
"USW00014933","41.5338","-93.653","291.7","2004-07-18","0.00","79","62",,"10.1","13.0"
"USW00014933","41.5338","-93.653","291.7","2004-07-19","0.00","87","63",,"17.0","21.0"
"USW00014933","41.5338","-93.653","291.7","2004-07-20","0.00","91","72",,"13.0","15.0"
"USW00014933","41.5338","-93.653","291.7","2004-07-21","0.11","87","74",,"23.9","28.0"
"USW00014933","41.5338","-93.653","291.7","2004-07-22","0.36","81","69",,"33.1","40.0"
"USW00014933","41.5338","-93.653","291.7","2004-07-23","0.00","77","66",,"15.0","17.9"
"USW00014933","41.5338","-93.653","291.7","2004-07-24","0.14","68","59",,"13.0","15.0"
"USW00014933","41.5338","-93.653","291.7","2004-07-25","0.00","75","56",,"15.0","17.9"
"USW00014933","41.5338","-93.653","291.7","2004-07-26","0.00","77","56",,"8.9","13.0"
"USW00014933","41.5338","-93.653","291.7","2004-07-27","0.00","79","55",,"14.1","17.9"
"USW00014933","41.5338","-93.653","291.7","2004-07-28","0.00","81","58",,"17.9","23.0"
"USW00014933","41.5338","-93.653","291.7","2004-07-29","0.42","80","66",,"13.0","15.0"
"USW00014933","41.5338","-93.653","291.7","2004-07-30","0.00","79","61",,"13.0","15.0"
"USW00014933","41.5338","-93.653","291.7","2004-07-31","0.00","85","62",,"16.1","19.9"
"USW00014933","41.5338","-93.653","291.7","2004-08-01","0.24","84","64",,"28.0","34.9"
"USW00014933","41.5338","-93.653","291.7","2004-08-02","0.31","84","69",,"28.0","38.0"
"USW00014933","41.5338","-93.653","291.7","2004-08-03","2.54","91","69",,"36.9","44.1"
"USW00014933","41.5338","-93.653","291.7","2004-08-04","0.00","78","67",,"21.0","23.9"
"USW00014933","41.5338","-93.653","291.7","2004-08-05","0.00","76","61",,"17.0","21.0"
"USW00014933","41.5338","-93.653","291.7","2004-08-06","0.00","74","55",,"13.0","17.0"
"USW00014933","41.5338","-93.653","291.7","2004-08-07","0.00","77","57",,"17.9","21.0"
"USW00014933","41.5338","-93.653","291.7","2004-08-08","0.00","81","63",,"21.0","23.9"
"USW00014933","41.5338","-93.653","291.7","2004-08-09","0.00","80","61",,"23.9","29.1"
"USW00014933","41.5338","-93.653","291.7","2004-08-10","0.00","70","56",,"21.9","25.9"
"USW00014933","41.5338","-93.653","291.7","2004-08-11","0.00","66","50",,"19.9","29.1"
"USW00014933","41.5338","-93.653","291.7","2004-08-12","0.00","69","48",,"10.1","13.0"
"USW00014933","41.5338","-93.653","291.7","2004-08-13","0.00","71","50",,"14.1","17.0"
"USW00014933","41.5338","-93.653","291.7","2004-08-14","0.00","74","56",,"10.1","14.1"
"USW00014933","41.5338","-93.653","291.7","2004-08-15","0.00","76","51",,"15.0","17.9"
"USW00014933","41.5338","-93.653","291.7","2004-08-16","0.00","81","58",,"21.9","25.9"
"USW00014933","41.5338","-93.653","291.7","2004-08-17","0.00","81","65",,"14.1","17.9"
"USW00014933","41.5338","-93.653","291.7","2004-08-18","0.15","79","59",,"23.0","30.0"
"USW00014933","41.5338","-93.653","291.7","2004-08-19","0.00","69","50",,"14.1","19.9"
"USW00014933","41.5338","-93.653","291.7","2004-08-20","0.00","74","54",,"14.1","17.0"
"USW00014933","41.5338","-93.653","291.7","2004-08-21","0.00","75","53",,"13.0","15.0"
"USW00014933","41.5338","-93.653","291.7","2004-08-22","0.00","84","60",,"17.9","21.9"
"USW00014933","41.5338","-93.653","291.7","2004-08-23","0.00","85","67",,"31.1","40.0"
"USW00014933","41.5338","-93.653","291.7","2004-08-24","0.49","79","66",,"15.0","19.9"
"USW00014933","41.5338","-93.653","291.7","2004-08-25","1.06","78","66",,"31.1","44.1"
"USW00014933","41.5338","-93.653","291.7","2004-08-26","0.00","88","69",,"17.0","21.0"
"USW00014933","41.5338","-93.653","291.7","2004-08-27","0.58","80","67",,"21.0","23.9"
"USW00014933","41.5338","-93.653","291.7","2004-08-28","0.10","76","60",,"16.1","21.9"
"USW00014933","41.5338","-93.653","291.7","2004-08-29","0.05","75","55",,"14.1","17.0"
"USW00014933","41.5338","-93.653","291.7","2004-08-30","0.09","82","60",,"15.0","17.0"
"USW00014933","41.5338","-93.653","291.7","2004-08-31","0.00","83","58",,"17.9","21.0"
"USW00014933","41.5338","-93.653","291.7","2004-09-01","0.00","87","65",,"14.1","16.1"
"USW00014933","41.5338","-93.653","291.7","2004-09-02","0.00","83","63",,"17.9","19.9"
"USW00014933","41.5338","-93.653","291.7","2004-09-03","0.00","83","62",,"15.0","17.9"
"USW00014933","41.5338","-93.653","291.7","2004-09-04","0.00","85","64",,"17.0","21.0"
"USW00014933","41.5338","-93.653","291.7","2004-09-05","0.80","84","69",,"28.0","33.1"
"USW00014933","41.5338","-93.653","291.7","2004-09-06","0.00","78","57",,"23.9","30.0"
"USW00014933","41.5338","-93.653","291.7","2004-09-07","0.00","72","51",,"14.1","17.9"
"USW00014933","41.5338","-93.653","291.7","2004-09-08","0.00","73","52",,"10.1","14.1"
"USW00014933","41.5338","-93.653","291.7","2004-09-09","0.00","77","56",,"14.1","17.0"
"USW00014933","41.5338","-93.653","291.7","2004-09-10","0.00","84","59",,"21.0","25.1"
"USW00014933","41.5338","-93.653","291.7","2004-09-11","0.00","84","61",,"15.0","17.0"
"USW00014933","41.5338","-93.653","291.7","2004-09-12","0.00","84","59",,"19.9","25.1"
"USW00014933","41.5338","-93.653","291.7","2004-09-13","0.00","86","63",,"25.1","34.9"
"USW00014933","41.5338","-93.653","291.7","2004-09-14","0.08","86","69",,"21.9","25.9"
"USW00014933","41.5338","-93.653","291.7","2004-09-15","0.27","79","60",,"30.0","33.1"
"USW00014933","41.5338","-93.653","291.7","2004-09-16","0.00","75","53",,"10.1","14.1"
"USW00014933","41.5338","-93.653","291.7","2004-09-17","0.10","73","53",,"36.0","40.0"
"USW00014933","41.5338","-93.653","291.7","2004-09-18","0.00","81","61",,"23.0","25.9"
"USW00014933","41.5338","-93.653","291.7","2004-09-19","0.00","85","63",,"19.9","23.0"
"USW00014933","41.5338","-93.653","291.7","2004-09-20","0.00","79","60",,"23.9","28.0"
"USW00014933","41.5338","-93.653","291.7","2004-09-21","0.00","83","58",,"17.9","21.9"
"USW00014933","41.5338","-93.653","291.7","2004-09-22","0.00","82","57",,"17.9","21.9"
"USW00014933","41.5338","-93.653","291.7","2004-09-23","0.02","74","59",,"25.9","31.1"
"USW00014933","41.5338","-93.653","291.7","2004-09-24","0.00","78","50",,"14.1","17.0"
"USW00014933","41.5338","-93.653","291.7","2004-09-25","0.00","76","54",,"12.1","14.1"
"USW00014933","41.5338","-93.653","291.7","2004-09-26","0.00","78","50",,"8.9","14.1"
"USW00014933","41.5338","-93.653","291.7","2004-09-27","0.00","81","52",,"23.0","29.1"
"USW00014933","41.5338","-93.653","291.7","2004-09-28","0.00","69","51",,"17.9","25.1"
"USW00014933","41.5338","-93.653","291.7","2004-09-29","0.00","69","41",,"14.1","15.0"
"USW00014933","41.5338","-93.653","291.7","2004-09-30","0.01","77","47",,"19.9","23.0"
"USW00014933","41.5338","-93.653","291.7","2004-10-01","0.35","67","37",,"31.1","40.9"
"USW00014933","41.5338","-93.653","291.7","2004-10-02","0.00","59","31",,"15.0","17.9"
"USW00014933","41.5338","-93.653","291.7","2004-10-03","0.00","76","41",,"21.0","23.9"
"USW00014933","41.5338","-93.653","291.7","2004-10-04","0.00","56","39",,"21.0","25.9"
"USW00014933","41.5338","-93.653","291.7","2004-10-05","0.00","67","35",,"16.1","19.9"
"USW00014933","41.5338","-93.653","291.7","2004-10-06","0.00","77","46",,"17.0","19.9"
"USW00014933","41.5338","-93.653","291.7","2004-10-07","0.04","68","58",,"19.9","23.0"
"USW00014933","41.5338","-93.653","291.7","2004-10-08","0.00","77","51",,"17.9","21.9"
"USW00014933","41.5338","-93.653","291.7","2004-10-09","0.00","72","43",,"8.9","10.1"
"USW00014933","41.5338","-93.653","291.7","2004-10-10","0.00","70","45",,"15.0","19.9"
"USW00014933","41.5338","-93.653","291.7","2004-10-11","0.00","61","46",,"14.1","16.1"
"USW00014933","41.5338","-93.653","291.7","2004-10-12","0.00","63","48",,"16.1","19.9"
"USW00014933","41.5338","-93.653","291.7","2004-10-13","0.00","57","44",,"23.0","31.1"
"USW00014933","41.5338","-93.653","291.7","2004-10-14","0.00","50","34",,"17.0","19.9"
"USW00014933","41.5338","-93.653","291.7","2004-10-15","0.00","55","34",,"30.0","36.9"
"USW00014933","41.5338","-93.653","291.7","2004-10-16","0.00","50","34",,"25.9","32.0"
"USW00014933","41.5338","-93.653","291.7","2004-10-17","0.00","61","34",,"16.1","17.9"
"USW00014933","41.5338","-93.653","291.7","2004-10-18","0.73","59","44",,"21.0","30.0"
"USW00014933","41.5338","-93.653","291.7","2004-10-19","0.02","50","45",,"12.1","14.1"
"USW00014933","41.5338","-93.653","291.7","2004-10-20","0.00","51","49",,"17.0","21.0"
"USW00014933","41.5338","-93.653","291.7","2004-10-21","0.00","57","50",,"19.9","23.9"
